Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),Base Score,Temporal Score,Customer Action Required
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49666,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49666,7.2,6.3,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48822,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48822,8.6,7.5,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48819,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48819,7.1,6.2,true
8 lug 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48818,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48818,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49742,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49742,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49740,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49740,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49733,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49733,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49725,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49725,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Denial of Service,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49680,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49680,7.3,6.4,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49663,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49663,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48821,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48821,7.1,6.2,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48816,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48816,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49744,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49744,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49681,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49681,6.5,5.7,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49679,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49679,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49673,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49673,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49673,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49673,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49669,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49669,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49665,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49665,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49664,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49664,5.5,4.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49660,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49660,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48821,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48821,7.1,6.2,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48820,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48820,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48818,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48818,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48817,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48817,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48815,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48815,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48800,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48800,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48001,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48001,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48000,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48000,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49753,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49753,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49686,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49686,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48824,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48824,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Denial of Service,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-47999,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47999,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49730,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49730,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49724,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49724,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49685,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49685,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49684,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49684,5.5,4.8,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49681,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49681,6.5,5.7,true
8 lug 2025,Windows,Windows Server 2016,,Denial of Service,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49680,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49680,7.3,6.4,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49678,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49678,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49675,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49675,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49667,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49667,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49664,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49664,5.5,4.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48820,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48820,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48819,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48819,7.1,6.2,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48817,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48817,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48815,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48815,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48814,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48814,7.5,6.5,true
8 lug 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48814,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48814,7.5,6.5,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48811,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48811,6.7,5.8,true
